,underlying_price,underlying_index,timestamp,stats,state,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,instrument_name,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv,settlement_price,option_type
312,36850.71,BTC-18JUN21,1623313128271,"{'volume': 0.2, 'price_change': 0.0, 'low': 0.1375, 'high': 0.1375}",open,0.2,0.162,0.2355,0.19346922,110.8,0.1375,0.0,BTC-18JUN21-30000-C,36875.56,"{'vega': 8.89837, 'theta': -61.72204, 'rho': 5.7741, 'gamma': 3e-05, 'delta': 0.90937}",36875.56,31781518452,"[[0.187, 0.4], [0.0535, 2.5]]",73.37,0.187,0.4,0.294,2.5,"[[0.294, 2.5]]",353.62,0.2,C
313,36849.38,BTC-11JUN21,1623313128273,"{'volume': 47.1, 'price_change': 253.125, 'low': 0.014, 'high': 0.0565}",open,279.6,0.0215,0.095,0.05501357,103.04,0.0565,0.0,BTC-11JUN21-35000-C,36875.56,"{'vega': 4.6924, 'theta': -241.74692, 'rho': 0.78059, 'gamma': 0.00012, 'delta': 0.83839}",36875.56,31781529476,"[[0.0525, 1.1], [0.051, 6.0], [0.0505, 0.8], [0.049, 6.0], [0.0145, 0.2], [0.0005, 0.1]]",82.18,0.0525,1.1,0.0575,1.0,"[[0.0575, 1.0], [0.0595, 6.0], [0.061, 6.0], [0.062, 0.4], [0.1355, 0.2], [0.156, 2.5]]",122.24,0.06,C
314,36895.62,BTC-25JUN21,1623313117187,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.3,2.158,2.354,2.2525347,149.17,2.116,0.0,BTC-25JUN21-120000-P,36881.61,"{'vega': 0.02628, 'theta': -0.13079, 'rho': -49.27044, 'gamma': 0.0, 'delta': -0.99991}",36881.61,31698796141,[],0.0,0.0,0.0,0.0,0.0,[],0.0,2.24,P
315,36927.14,SYN.BTC-2JUL21,1623313118193,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0001,0.04,0.00968516,117.83,,0.0,BTC-2JUL21-25000-P,36881.85,"{'vega': 11.85474, 'theta': -31.76562, 'rho': -1.72059, 'gamma': 1e-05, 'delta': -0.06766}",36881.85,31781385803,"[[0.0085, 8.0], [0.008, 8.0], [0.0005, 0.4]]",114.03,0.0085,8.0,0.011,8.0,"[[0.011, 8.0], [0.0115, 8.0]]",121.81,,P
316,37596.78,BTC-24SEP21,1623313118193,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,48.2,1.585,1.7935,1.67305235,102.24,2.0,0.0,BTC-24SEP21-100000-P,36881.85,"{'vega': 26.23164, 'theta': -12.65184, 'rho': -284.53034, 'gamma': 1e-05, 'delta': -0.93322}",36881.85,31631783085,"[[0.0005, 0.1]]",0.0,0.0005,0.1,0.0,0.0,[],0.0,1.66,P
317,37325.3,SYN.BTC-27AUG21,1623313118195,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.2,0.453,0.617,0.52168802,90.68,0.444,0.0,BTC-27AUG21-55000-P,36881.85,"{'vega': 53.29503, 'theta': -30.98546, 'rho': -102.43626, 'gamma': 2e-05, 'delta': -0.76277}",36881.85,31781519173,[],0.0,0.0,0.0,0.6375,0.2,"[[0.6375, 0.2]]",159.4,0.52,P
318,37054.16,BTC-30JUL21,1623313118368,"{'volume': 48.0, 'price_change': -23.913, 'low': 0.175, 'high': 0.23}",open,537.7,0.1225,0.2565,0.17943174,89.04,0.175,0.0,BTC-30JUL21-40000-P,36881.85,"{'vega': 54.58103, 'theta': -48.612, 'rho': -35.84176, 'gamma': 3e-05, 'delta': -0.52687}",36881.85,31781526857,"[[0.1775, 0.9], [0.1765, 0.9], [0.1585, 0.4], [0.1075, 3.5], [0.085, 8.5], [0.05, 1.5], [0.015, 1.0], [0.0005, 0.4]]",87.73,0.1775,0.9,0.183,0.6,"[[0.183, 0.6], [0.1835, 0.6], [0.3205, 1.5]]",91.46,0.18,P
319,37054.16,BTC-30JUL21,1623313118193,"{'volume': 2.5, 'price_change': 0.1055, 'low': 0.474, 'high': 0.4755}",open,2.5,0.4465,0.509,0.47134001,117.56,0.4745,0.0,BTC-30JUL21-20000-C,36881.85,"{'vega': 14.37514, 'theta': -16.90437, 'rho': 24.23742, 'gamma': 1e-05, 'delta': 0.94897}",36881.85,31781514856,"[[0.4295, 3.0], [0.429, 5.5]]",0.0,0.4295,3.0,0.5295,3.0,"[[0.5295, 3.0], [0.531, 4.0]]",213.84,0.47,C
320,37054.16,BTC-30JUL21,1623313118193,"{'volume': 115.7, 'price_change': -33.7963, 'low': 0.0715, 'high': 0.1085}",open,665.1,0.0325,0.1345,0.07154755,93.97,0.0715,0.0,BTC-30JUL21-32000-P,36881.85,"{'vega': 45.81443, 'theta': -43.06094, 'rho': -17.6228, 'gamma': 3e-05, 'delta': -0.27573}",36881.85,31781522363,"[[0.0705, 2.6], [0.07, 4.6], [0.0695, 4.8], [0.0505, 10.0], [0.05, 10.0], [0.048, 0.4], [0.025, 0.1], [0.021, 5.0]]",93.12,0.0705,2.6,0.073,10.0,"[[0.073, 10.0], [0.0735, 0.3], [0.076, 1.1], [0.078, 1.2], [0.1065, 10.0], [0.15, 1.1], [0.498, 0.1], [0.5315, 0.1]]",95.14,0.07,P
321,37055.32,BTC-30JUL21,1623313119206,"{'volume': 100.0, 'price_change': -27.4725, 'low': 0.0945, 'high': 0.1365}",open,219.8,0.048,0.16,0.09248671,92.02,0.099,0.0,BTC-30JUL21-34000-P,36882.73,"{'vega': 50.02593, 'theta': -46.04663, 'rho': -21.75223, 'gamma': 3e-05, 'delta': -0.33616}",36882.73,31781526536,"[[0.0915, 1.8], [0.091, 3.9], [0.0905, 0.3], [0.0895, 6.4], [0.069, 0.4], [0.055, 9.0], [0.0495, 5.5]]",91.3,0.0915,1.8,0.0935,3.7,"[[0.0935, 3.7], [0.094, 6.4], [0.0945, 0.3], [0.0975, 1.3], [0.0995, 1.4], [0.1315, 9.0], [0.1515, 4.0], [0.5395, 0.1], [0.5435, 0.1], [0.545, 0.1]]",92.78,0.09,P
322,37597.27,BTC-24SEP21,1623313119200,"{'volume': 180.4, 'price_change': -10.4348, 'low': 0.0512, 'high': 0.0575}",open,562.1,0.0205,0.111,0.05208492,103.65,0.0515,0.0,BTC-24SEP21-24000-P,36882.73,"{'vega': 44.96593, 'theta': -21.98715, 'rho': -20.90671, 'gamma': 1e-05, 'delta': -0.13942}",36882.73,31781521811,"[[0.052, 0.7], [0.0515, 1.7], [0.051, 1.2], [0.045, 14.0], [0.041, 1.0], [0.0175, 0.5], [0.001, 5.0], [0.0005, 0.1]]",103.58,0.052,0.7,0.0545,14.9,"[[0.0545, 14.9], [0.055, 0.3], [0.0555, 1.0], [0.056, 1.2], [0.068, 14.0], [0.0865, 10.0], [0.1245, 0.1], [0.1315, 0.1], [0.132, 0.1], [0.138, 0.1], [0.1465, 0.1], [0.15, 0.5], [0.56, 0.2], [0.6, 0.1], [0.7, 0.1], [0.8, 1.0], [0.9, 1.0], [1.0, 0.6]]",105.66,0.05,P
323,36896.43,BTC-25JUN21,1623313120207,"{'volume': 29.5, 'price_change': 48.6842, 'low': 0.1115, 'high': 0.1805}",open,626.7,0.1175,0.2065,0.15703428,95.82,0.1695,0.0,BTC-25JUN21-32000-C,36883.15,"{'vega': 21.12811, 'theta': -67.53909, 'rho': 9.69269, 'gamma': 4e-05, 'delta': 0.79685}",36883.15,31781526864,"[[0.155, 0.6], [0.1545, 7.0], [0.15, 6.0], [0.1455, 0.4], [0.139, 0.6], [0.037, 2.5], [0.03, 1.0], [0.0005, 0.1]]",92.2,0.155,0.6,0.1595,2.1,"[[0.1595, 2.1], [0.1605, 1.0], [0.1625, 7.0], [0.165, 6.0], [0.2, 0.1], [0.2575, 2.5], [0.3, 0.1], [0.4, 1.0], [0.487, 0.3], [0.56, 1.0], [0.6, 0.3], [0.7, 0.1]]",100.05,0.16,C
324,38307.07,BTC-31DEC21,1623313119202,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,2.555,2.8595,2.68284352,104.19,,0.0,BTC-31DEC21-140000-P,36882.73,"{'vega': 50.71062, 'theta': -12.95013, 'rho': -766.75374, 'gamma': 1e-05, 'delta': -0.89876}",36882.73,30943297896,"[[0.001, 0.1], [0.0005, 0.1]]",0.0,0.001,0.1,0.0,0.0,[],0.0,2.66,P
325,36856.51,BTC-11JUN21,1623313120207,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,229.1,0.0001,0.015,0.0,131.95,0.001,0.0,BTC-11JUN21-60000-C,36883.15,"{'vega': 0.0, 'theta': 0.0, 'rho': 0.0, 'gamma': 0.0, 'delta': 0.0}",36883.15,31781407412,[],0.0,0.0,0.0,0.0005,3.0,"[[0.0005, 3.0], [0.001, 2.0], [0.0015, 1.0], [0.002, 0.1], [0.0025, 0.2], [0.005, 7.5], [0.0065, 1.0], [0.007, 2.0], [0.008, 19.0]]",375.19,0.0,C
326,36857.1,SYN.BTC-12JUN21,1623313120208,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.0001,0.039,0.00676598,86.51,,0.0,BTC-12JUN21-39000-C,36883.15,"{'vega': 7.53677, 'theta': -164.08942, 'rho': 0.38104, 'gamma': 0.00012, 'delta': 0.1967}",36883.15,31781513405,"[[0.0065, 1.0], [0.006, 10.0], [0.0055, 10.0], [0.0045, 0.4], [0.0025, 14.0], [0.002, 30.0]]",85.18,0.0065,1.0,0.007,0.1,"[[0.007, 0.1], [0.0075, 2.5], [0.008, 10.0], [0.0085, 10.0], [0.0105, 14.0], [0.012, 30.0]]",87.63,,C
327,37326.73,SYN.BTC-27AUG21,1623313120207,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.588,0.6385,0.6068179,124.96,,0.0,BTC-27AUG21-15000-C,36883.15,"{'vega': 12.04397, 'theta': -9.64909, 'rho': 28.88913, 'gamma': 0.0, 'delta': 0.96906}",36883.15,0,[],0.0,0.0,0.0,0.0,0.0,[],0.0,0.61,C
328,37326.73,SYN.BTC-27AUG21,1623313120207,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.4555,0.5315,0.48572747,113.55,,0.0,BTC-27AUG21-20000-C,36883.15,"{'vega': 24.0127, 'theta': -17.48119, 'rho': 35.16386, 'gamma': 1e-05, 'delta': 0.92665}",36883.15,31781521181,"[[0.4615, 9.0], [0.0005, 0.2]]",0.0,0.4615,9.0,0.5095,9.0,"[[0.5095, 9.0]]",145.43,0.49,C
329,38307.45,BTC-31DEC21,1623313120209,"{'volume': 3.0, 'price_change': 0.0, 'low': 0.2065, 'high': 0.2065}",open,658.0,0.126,0.308,0.20137812,95.13,0.2065,0.0,BTC-31DEC21-48000-C,36883.15,"{'vega': 114.16346, 'theta': -26.6209, 'rho': 67.21268, 'gamma': 1e-05, 'delta': 0.51533}",36883.15,31781516738,"[[0.1955, 10.9], [0.1895, 11.0], [0.15, 40.0], [0.1405, 0.4], [0.13, 1.0], [0.0015, 0.5], [0.001, 5.2], [0.0005, 10.1]]",93.16,0.1955,10.9,0.208,21.9,"[[0.208, 21.9], [0.3125, 16.4], [0.44, 5.0], [0.5, 0.1], [0.501, 2.0], [0.6005, 5.0], [0.7495, 5.0]]",97.35,0.2,C
330,37598.34,BTC-24SEP21,1623313120212,"{'volume': 4.3, 'price_change': -17.0732, 'low': 0.017, 'high': 0.0205}",open,625.7,0.001,0.049,0.01565555,116.22,0.017,0.0,BTC-24SEP21-16000-P,36883.15,"{'vega': 19.7985, 'theta': -10.85541, 'rho': -6.81202, 'gamma': 0.0, 'delta': -0.04674}",36883.15,31781522667,"[[0.0155, 2.2], [0.015, 1.1], [0.0125, 17.0], [0.005, 0.1], [0.003, 27.0], [0.001, 40.2], [0.0005, 2.8]]",115.93,0.0155,2.2,0.017,0.7,"[[0.017, 0.7], [0.0175, 1.1], [0.018, 0.8], [0.0255, 17.0], [0.0445, 0.1], [0.05, 5.0], [0.054, 0.1], [0.0595, 0.1], [0.0665, 0.1], [0.0705, 0.1], [0.0765, 0.1], [0.077, 0.1], [0.079, 0.1], [0.081, 0.1], [0.115, 1.0], [0.99, 1.0], [9.75, 1.0]]",118.73,0.02,P
331,36857.1,SYN.BTC-12JUN21,1623313120209,"{'volume': 1.7, 'price_change': 0.0, 'low': 0.002, 'high': 0.002}",open,1.7,0.0001,0.0325,0.0029508,131.8,0.002,0.0,BTC-12JUN21-32000-P,36883.15,"{'vega': 3.51222, 'theta': -108.75799, 'rho': -0.13947, 'gamma': 4e-05, 'delta': -0.06657}",36883.15,31781526275,"[[0.0025, 12.5], [0.002, 8.3], [0.0015, 8.0], [0.0005, 17.0]]",126.89,0.0025,12.5,0.0035,3.0,"[[0.0035, 3.0], [0.004, 10.0], [0.0045, 10.0], [0.005, 17.0], [0.0055, 8.0], [0.008, 30.0]]",137.34,,P
332,38892.24,BTC-25MAR22,1623313135319,"{'volume': 30.9, 'price_change': -15.625, 'low': 0.0385, 'high': 0.048}",open,113.3,0.0155,0.088,0.039982,102.21,0.0405,0.0,BTC-25MAR22-15000-P,36870.1,"{'vega': 44.5181, 'theta': -7.8998, 'rho': -32.6358, 'gamma': 0.0, 'delta': -0.06637}",36870.1,31781531021,"[[0.038, 0.1], [0.037, 0.1], [0.0345, 2.5], [0.033, 16.0], [0.026, 0.3], [0.013, 0.4]]",100.46,0.038,0.1,0.0415,2.5,"[[0.0415, 2.5], [0.044, 0.1], [0.046, 16.0], [0.067, 1.0], [0.075, 2.0], [0.08, 1.0], [0.0815, 3.0], [0.095, 4.0]]",103.53,0.04,P
333,37585.56,BTC-24SEP21,1623313135320,"{'volume': 4.4, 'price_change': 14.4737, 'low': 0.19, 'high': 0.229}",open,2.7,0.1565,0.3025,0.21911124,94.79,0.2175,0.0,BTC-24SEP21-36000-C,36870.1,"{'vega': 76.26777, 'theta': -34.10581, 'rho': 45.17001, 'gamma': 2e-05, 'delta': 0.63299}",36870.1,31781526702,"[[0.2155, 9.3], [0.215, 0.4], [0.179, 9.0], [0.178, 0.4]]",93.01,0.2155,9.3,0.2225,17.9,"[[0.2225, 17.9], [0.2235, 0.7], [0.2245, 0.6]]",96.46,0.22,C
334,37055.68,BTC-30JUL21,1623313121217,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,5.5,0.1985,0.3045,0.24467717,96.3,0.2085,0.0,BTC-30JUL21-30000-C,36882.04,"{'vega': 40.64476, 'theta': -39.15199, 'rho': 27.14677, 'gamma': 2e-05, 'delta': 0.77961}",36882.04,31781523323,"[[0.211, 13.5], [0.204, 0.4], [0.0005, 500.2]]",62.82,0.211,13.5,0.2845,12.0,"[[0.2845, 12.0]]",131.17,0.25,C
335,36896.77,BTC-25JUN21,1623313121217,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.1,1.6315,1.7975,1.71035226,149.15,1.598,0.0,BTC-25JUN21-100000-P,36882.04,"{'vega': 0.21036, 'theta': -1.04679, 'rho': -41.04823, 'gamma': 0.0, 'delta': -0.99918}",36882.04,31698796118,[],0.0,0.0,0.0,0.0,0.0,[],0.0,1.7,P
336,37055.68,BTC-30JUL21,1623313121214,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.0025, 'high': 0.0025}",open,1923.9,0.0001,0.025,0.00277751,117.96,0.0025,0.0,BTC-30JUL21-100000-C,36882.04,"{'vega': 6.61135, 'theta': -7.80105, 'rho': 0.8689, 'gamma': 0.0, 'delta': 0.0199}",36882.04,31781505664,"[[0.0025, 1.0], [0.002, 3.4], [0.0015, 0.1], [0.001, 2.0], [0.0005, 20.4]]",116.35,0.0025,1.0,0.003,0.8,"[[0.003, 0.8], [0.0035, 1.0], [0.0065, 19.0], [0.009, 0.1], [0.01, 5.2], [0.0265, 0.5], [0.028, 0.1], [0.0345, 1.0], [0.035, 0.5], [0.065, 0.1], [0.09, 0.1]]",119.18,0.0,C
337,38299.66,BTC-31DEC21,1623313135319,"{'volume': 0.8, 'price_change': 0.0, 'low': 0.3175, 'high': 0.3175}",open,62.6,0.2785,0.439,0.34764364,96.21,0.3175,0.0,BTC-31DEC21-32000-C,36870.1,"{'vega': 94.86338, 'theta': -22.37083, 'rho': 81.60359, 'gamma': 1e-05, 'delta': 0.72889}",36870.1,31781523640,"[[0.3045, 10.0], [0.2195, 0.4], [0.1645, 10.0], [0.0005, 0.1]]",78.86,0.3045,10.0,0.3745,10.0,"[[0.3745, 10.0], [0.375, 0.2], [0.406, 0.5]]",107.1,0.35,C
338,38892.24,BTC-25MAR22,1623313135320,"{'volume': 1.7, 'price_change': -1.6447, 'low': 0.1495, 'high': 0.152}",open,24.7,0.0735,0.2135,0.12847546,97.33,0.1495,0.0,BTC-25MAR22-25000-P,36870.1,"{'vega': 88.31617, 'theta': -14.92474, 'rho': -92.42804, 'gamma': 1e-05, 'delta': -0.17273}",36870.1,31781496899,"[[0.1225, 2.5], [0.093, 11.0], [0.078, 0.4]]",94.7,0.1225,2.5,0.1335,2.5,"[[0.1335, 2.5], [0.1355, 11.0]]",99.55,0.13,P
339,37598.0,BTC-24SEP21,1623313122221,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,100.5,0.5145,0.588,0.54342762,112.59,0.578,0.0,BTC-24SEP21-18000-C,36881.88,"{'vega': 25.55945, 'theta': -13.57566, 'rho': 42.7957, 'gamma': 1e-05, 'delta': 0.93542}",36881.88,31781523286,"[[0.5395, 1.7], [0.539, 10.0]]",106.58,0.5395,1.7,0.547,0.7,"[[0.547, 0.7], [0.5475, 10.0]]",117.68,0.54,C
340,38306.35,BTC-31DEC21,1623313121216,"{'volume': 0.8, 'price_change': 7.3084, 'low': 0.275, 'high': 0.301}",open,0.5,0.229,0.4,0.30253989,95.86,0.301,0.0,BTC-31DEC21-36000-C,36882.04,"{'vega': 103.47703, 'theta': -24.3126, 'rho': 79.05827, 'gamma': 1e-05, 'delta': 0.67182}",36882.04,31781518841,"[[0.256, 10.0], [0.188, 0.4]]",78.8,0.256,10.0,0.309,10.0,"[[0.309, 10.0]]",98.25,0.3,C
341,36855.65,BTC-11JUN21,1623313122221,"{'volume': 560.0, 'price_change': -87.5, 'low': 0.0005, 'high': 0.0045}",open,1381.1,0.0001,0.0185,0.00025554,168.97,0.0005,0.0,BTC-11JUN21-30000-P,36881.88,"{'vega': 0.44324, 'theta': -9.41799, 'rho': -0.00873, 'gamma': 1e-05, 'delta': -0.0085}",36881.88,31781520713,"[[0.0005, 1.0]]",184.87,0.0005,1.0,0.001,202.4,"[[0.001, 202.4], [0.0015, 1.1], [0.0025, 19.0], [0.0045, 0.4], [0.0055, 1.0], [0.0065, 50.0], [0.007, 50.0], [0.01, 0.1], [0.013, 20.0], [0.015, 2.1], [0.018, 22.0], [0.022, 22.0], [0.04, 3.6], [0.07, 0.5], [0.1, 37.5], [0.125, 12.5], [0.15, 12.5], [0.195, 12.5], [0.3, 1.0], [0.35, 0.6]]",205.69,0.0,P
342,37054.59,BTC-30JUL21,1623313122221,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.0,0.8355,0.9825,0.89804266,100.49,,0.0,BTC-30JUL21-70000-P,36881.88,"{'vega': 17.11143, 'theta': -17.19933, 'rho': -93.09, 'gamma': 1e-05, 'delta': -0.93632}",36881.88,31781527413,"[[0.397, 2.5]]",0.0,0.397,2.5,1.397,2.5,"[[1.397, 2.5]]",485.32,0.89,P
343,36895.49,BTC-25JUN21,1623313123228,"{'volume': 0.8, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,1287.0,0.0001,0.0155,0.0007291,140.68,0.0005,0.0,BTC-25JUN21-76000-C,36882.09,"{'vega': 1.70469, 'theta': -8.00098, 'rho': 0.11571, 'gamma': 0.0, 'delta': 0.00837}",36882.09,31781400466,"[[0.0005, 201.2]]",135.03,0.0005,201.2,0.001,7.9,"[[0.001, 7.9], [0.0015, 24.5], [0.0025, 3.9], [0.0075, 8.2], [0.009, 19.0], [0.02, 7.8], [0.03, 3.0], [0.035, 0.1], [0.07, 0.1]]",145.9,0.0,C
344,38902.33,BTC-25MAR22,1623313122221,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,57.1,1.0675,1.3545,1.18704532,96.68,1.239,0.0,BTC-25MAR22-80000-P,36881.88,"{'vega': 126.7378, 'theta': -21.2746, 'rho': -566.67139, 'gamma': 1e-05, 'delta': -0.65913}",36881.88,30779025864,"[[0.075, 0.1], [0.0005, 0.2]]",0.0,0.075,0.1,0.0,0.0,[],0.0,1.18,P
345,37326.18,SYN.BTC-27AUG21,1623313122224,"{'volume': 28.0, 'price_change': 7.6923, 'low': 0.0065, 'high': 0.007}",open,922.4,0.0001,0.042,0.00786219,100.37,0.007,0.0,BTC-27AUG21-90000-C,36881.88,"{'vega': 17.21101, 'theta': -11.07561, 'rho': 3.19768, 'gamma': 1e-05, 'delta': 0.04796}",36881.88,31781508166,"[[0.007, 30.6], [0.0065, 26.0], [0.006, 8.0], [0.0055, 0.1], [0.0005, 0.7]]",98.44,0.007,30.6,0.009,8.0,"[[0.009, 8.0], [0.0095, 9.0], [0.0145, 2.5], [0.015, 0.1], [0.018, 18.0], [0.02, 0.1]]",102.74,0.01,C
346,36859.2,BTC-18JUN21,1623313122221,"{'volume': 513.9, 'price_change': 105.2632, 'low': 0.0095, 'high': 0.028}",open,619.1,0.002,0.0605,0.01993454,84.21,0.0195,0.0,BTC-18JUN21-40000-C,36881.88,"{'vega': 18.23217, 'theta': -96.12027, 'rho': 2.06698, 'gamma': 7e-05, 'delta': 0.2762}",36881.88,31781526306,"[[0.0195, 26.2], [0.019, 10.4], [0.016, 36.0], [0.012, 5.0], [0.0115, 0.5], [0.011, 400.0], [0.01, 2.0], [0.0085, 1.2], [0.007, 0.5], [0.005, 2.5], [0.001, 0.1], [0.0005, 0.3]]",83.35,0.0195,26.2,0.0205,8.0,"[[0.0205, 8.0], [0.021, 1.4], [0.0215, 3.1], [0.022, 1.1], [0.0225, 13.4], [0.024, 24.0], [0.025, 1.0], [0.027, 0.1], [0.0275, 0.1], [0.0305, 0.1], [0.0325, 0.1], [0.033, 0.1], [0.035, 1.6], [0.0375, 0.1], [0.04, 0.2], [0.045, 0.1], [0.05, 0.1], [0.056, 4.6], [0.06, 0.1], [0.061, 0.3]]",85.37,0.02,C
347,38893.88,BTC-25MAR22,1623313136329,"{'volume': 12.1, 'price_change': 6.9079, 'low': 0.304, 'high': 0.325}",open,120.1,0.2345,0.425,0.3159704,94.53,0.325,0.0,BTC-25MAR22-40000-C,36871.05,"{'vega': 127.90906, 'theta': -20.99332, 'rho': 102.62949, 'gamma': 1e-05, 'delta': 0.65042}",36871.05,31781529704,"[[0.291, 11.0], [0.1795, 0.4], [0.15, 0.3], [0.023, 10.0]]",86.99,0.291,11.0,0.3645,11.0,"[[0.3645, 11.0]]",109.5,0.32,C
348,36895.49,BTC-25JUN21,1623313123228,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,685.3,0.0001,0.015,0.00020025,201.02,0.0015,0.0,BTC-25JUN21-12000-P,36882.09,"{'vega': 0.37209, 'theta': -2.49546, 'rho': -0.02625, 'gamma': 0.0, 'delta': -0.00153}",36882.09,31781503493,[],0.0,0.0,0.0,0.001,15.0,"[[0.001, 15.0], [0.0015, 19.0], [0.0055, 7.5], [0.011, 2.0], [0.014, 2.0], [0.0165, 2.0], [0.019, 2.0], [0.025, 0.1], [0.045, 2.0], [0.0475, 1.8], [0.05, 0.1], [0.0665, 8.0], [0.08, 0.1], [0.09, 1.0], [0.1, 1.0], [0.11, 0.1], [0.2, 0.8], [0.4, 1.0], [0.49, 0.4]]",241.15,0.0,P
349,36855.46,BTC-11JUN21,1623313123229,"{'volume': 130.0, 'price_change': 60.0, 'low': 0.0005, 'high': 0.0008}",open,538.9,0.0001,0.015,3.805e-05,131.46,0.0008,0.0,BTC-11JUN21-45000-C,36882.09,"{'vega': 0.11853, 'theta': -1.4024, 'rho': 0.0019, 'gamma': 0.0, 'delta': 0.00195}",36882.09,31781400391,[],0.0,0.0,0.0,0.0005,0.1,"[[0.0005, 0.1], [0.001, 0.8], [0.0015, 1.5], [0.0045, 19.0], [0.006, 6.0]]",175.04,0.0,C
350,37054.68,BTC-30JUL21,1623313123230,"{'volume': 42.7, 'price_change': 25.0, 'low': 0.0095, 'high': 0.014}",open,966.8,0.0001,0.05,0.0120459,97.37,0.0125,0.0,BTC-30JUL21-65000-C,36882.09,"{'vega': 21.12433, 'theta': -20.57355, 'rho': 3.64462, 'gamma': 1e-05, 'delta': 0.08387}",36882.09,31781521216,"[[0.0115, 2.6], [0.011, 13.3], [0.0105, 8.0], [0.0095, 0.1], [0.009, 1.0], [0.0085, 17.0], [0.008, 10.5], [0.007, 0.1], [0.0025, 0.5], [0.0015, 0.6], [0.0005, 0.4]]",96.4,0.0115,2.6,0.013,1.5,"[[0.013, 1.5], [0.0135, 11.0], [0.014, 8.0], [0.015, 0.2], [0.0155, 1.4], [0.0165, 1.2], [0.019, 0.1], [0.0225, 17.0], [0.025, 26.6], [0.069, 0.2]]",99.01,0.01,C
351,36859.04,BTC-18JUN21,1623313123231,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.2,0.3175,0.415,0.35875186,110.02,0.5525,0.0,BTC-18JUN21-50000-P,36882.09,"{'vega': 4.3658, 'theta': -30.07119, 'rho': -10.66405, 'gamma': 1e-05, 'delta': -0.96345}",36882.09,31687865596,[],0.0,0.0,0.0,0.0,0.0,[],0.0,0.35,P
352,38306.68,BTC-31DEC21,1623313124235,"{'volume': 1.0, 'price_change': 0.3861, 'low': 0.259, 'high': 0.26}",open,1.0,0.166,0.35,0.242328,95.86,0.26,0.0,BTC-31DEC21-36000-P,36881.57,"{'vega': 103.47724, 'theta': -24.31289, 'rho': -122.13361, 'gamma': 1e-05, 'delta': -0.32817}",36881.57,31781503439,"[[0.239, 0.8], [0.1845, 0.4]]",94.63,0.239,0.8,0.2465,1.5,"[[0.2465, 1.5]]",97.4,0.24,P
353,36895.49,BTC-25JUN21,1623313123428,"{'volume': 15.7, 'price_change': 12.5, 'low': 0.004, 'high': 0.006}",open,2297.3,0.0001,0.031,0.00459445,100.62,0.0045,0.0,BTC-25JUN21-52000-C,36882.09,"{'vega': 8.54505, 'theta': -28.6846, 'rho': 0.79272, 'gamma': 2e-05, 'delta': 0.05692}",36882.09,31781527500,"[[0.004, 28.3], [0.0035, 15.0], [0.003, 1.0], [0.0025, 20.0], [0.002, 11.6], [0.001, 31.5], [0.0005, 3.4]]",97.95,0.004,28.3,0.005,1.6,"[[0.005, 1.6], [0.0055, 12.3], [0.006, 33.5], [0.0065, 0.8], [0.008, 30.0], [0.01, 1.0], [0.012, 5.0], [0.0235, 0.4], [0.12, 0.2], [0.1455, 0.1], [0.208, 0.1], [0.218, 0.1], [0.228, 0.1], [0.238, 0.1], [0.248, 0.1], [0.258, 0.1], [0.4, 0.7], [0.5, 3.0]]",102.33,0.0,C
354,36859.23,BTC-18JUN21,1623313124241,"{'volume': 181.8, 'price_change': 55.5556, 'low': 0.004, 'high': 0.01}",open,561.1,0.0001,0.038,0.00684684,92.38,0.007,0.0,BTC-18JUN21-44000-C,36881.57,"{'vega': 10.24033, 'theta': -59.22497, 'rho': 0.83051, 'gamma': 4e-05, 'delta': 0.10982}",36881.57,31781526655,"[[0.0065, 13.2], [0.006, 16.5], [0.004, 32.6], [0.003, 13.8], [0.0005, 26.1]]",91.12,0.0065,13.2,0.0075,32.6,"[[0.0075, 32.6], [0.008, 12.0], [0.0085, 1.9], [0.01, 30.0], [0.0125, 1.0], [0.014, 2.0], [0.029, 0.7]]",94.69,0.01,C
